City#,CityId,Query
1109,1311109,"Zarzal, Valle del Cauca, Colombia"
1110,1321110,"Carurú, Vaupés, Colombia"
1111,1321111,"Mitú, Vaupés, Colombia"
1112,1321112,"Pacoa, Vaupés, Colombia"
1113,1321113,"Papunaua, Vaupés, Colombia"
1114,1321114,"Taraira, Vaupés, Colombia"
1115,1321115,"Yavaraté, Vaupés, Colombia"
1116,1321116,"Bugalagrande, Vaupés, Colombia"
1117,1331117,"Cumaribo, Vichada, Colombia"
1118,1331118,"La Primavera, Vichada, Colombia"
1119,1331119,"Puerto Carreño, Vichada, Colombia"
1120,1331120,"Santa Rosalía, Vichada, Colombia"
