id,user_id,cat_id,event_date,value,type,created_at,updated_at
291,1,4,"2017-04-12 08:22:00",-2800.00,CASH,"2017-05-12 16:08:11",NULL
292,1,6,"2017-04-12 13:50:00",-21100.00,CASH,"2017-05-12 16:08:11",NULL
293,1,7,"2017-04-12 15:37:00",-2650.00,CASH,"2017-05-12 16:08:11",NULL
294,1,1,"2017-04-12 17:26:00",-2400.00,CASH,"2017-05-12 16:08:11",NULL
295,1,7,"2017-04-12 20:17:00",-3500.00,CASH,"2017-05-12 16:08:11",NULL
296,1,25,"2017-04-13 17:23:00",-80900.00,DEBIT,"2017-05-12 16:08:11",NULL
297,1,7,"2017-04-13 18:09:00",-14400.00,CASH,"2017-05-12 16:08:11",NULL
298,1,19,"2017-04-13 19:36:00",-11000.00,CASH,"2017-05-12 16:08:11",NULL
299,1,27,"2017-04-13 19:38:00",-3500.00,CASH,"2017-05-12 16:08:11",NULL
300,1,11,"2017-04-13 22:43:00",-30000.00,CASH,"2017-05-12 16:08:11",NULL
301,1,19,"2017-04-13 23:48:00",-13000.00,CASH,"2017-05-12 16:08:11",NULL
302,1,6,"2017-04-14 16:43:00",-18800.00,CASH,"2017-05-12 16:08:11",NULL
303,1,18,"2017-04-14 17:17:02",-8000.00,CASH,"2017-05-12 16:08:11",NULL
304,1,7,"2017-04-14 17:40:00",-3700.00,CASH,"2017-05-12 16:08:11",NULL
305,1,8,"2017-04-16 22:00:00",-9000.00,CASH,"2017-05-12 16:08:11",NULL
306,1,1,"2017-04-17 06:29:00",-2400.00,CASH,"2017-05-12 16:08:11",NULL
307,1,4,"2017-04-17 07:13:00",-2100.00,CASH,"2017-05-12 16:08:11",NULL
308,1,6,"2017-04-17 17:53:30",-11900.00,CASH,"2017-05-12 16:08:11",NULL
309,1,1,"2017-04-17 18:00:00",-2400.00,CASH,"2017-05-12 16:08:11",NULL
310,1,7,"2017-04-17 19:13:00",-8850.00,CASH,"2017-05-12 16:08:11",NULL
311,1,1,"2017-04-18 07:17:00",-2400.00,CASH,"2017-05-12 16:08:11",NULL
312,1,2,"2017-04-18 07:53:00",-3500.00,CASH,"2017-05-12 16:08:11",NULL
313,1,6,"2017-04-18 13:13:00",-9000.00,CASH,"2017-05-12 16:08:11",NULL
314,1,17,"2017-04-18 20:50:00",-15000.00,CASH,"2017-05-12 16:08:11",NULL
315,1,1,"2017-04-19 07:55:00",-2400.00,CASH,"2017-05-12 16:08:11",NULL
316,1,4,"2017-04-19 08:44:00",-2000.00,CASH,"2017-05-12 16:08:11",NULL
317,1,6,"2017-04-19 12:41:00",-19000.00,CASH,"2017-05-12 16:08:11",NULL
318,1,3,"2017-04-19 15:00:00",-2300.00,CASH,"2017-05-12 16:08:11",NULL
319,1,24,"2017-04-19 18:15:00",100000.00,DEBIT,"2017-05-12 16:08:11",NULL
320,1,1,"2017-04-19 18:24:00",-2400.00,CASH,"2017-05-12 16:08:11",NULL
321,1,8,"2017-04-19 22:05:00",-4700.00,CASH,"2017-05-12 16:08:11",NULL
322,1,9,"2017-04-19 20:30:00",-3500.00,CASH,"2017-05-12 16:08:11",NULL
323,1,1,"2017-04-20 07:54:00",-2400.00,CASH,"2017-05-12 16:08:11",NULL
324,1,4,"2017-04-20 08:40:00",-2100.00,CASH,"2017-05-12 16:08:11",NULL
325,1,6,"2017-04-20 02:58:14",-18500.00,CASH,"2017-05-12 16:08:11",NULL
326,1,1,"2017-04-20 19:00:00",-2400.00,CASH,"2017-05-12 16:08:11",NULL
327,1,1,"2017-04-21 08:20:00",-2400.00,CASH,"2017-05-12 16:08:11",NULL
328,1,4,"2017-04-21 09:09:00",-1800.00,CASH,"2017-05-12 16:08:11",NULL
329,1,6,"2017-04-21 12:04:15",-15400.00,CASH,"2017-05-12 16:08:11",NULL
330,1,10,"2017-04-21 13:52:06",-38200.00,DEBIT,"2017-05-12 16:08:11",NULL
331,1,24,"2017-04-21 17:08:30",600000.00,DEBIT,"2017-05-12 16:08:11",NULL
332,1,1,"2017-04-21 17:28:30",-2400.00,CASH,"2017-05-12 16:08:11",NULL
333,1,7,"2017-04-21 19:17:00",-8000.00,CASH,"2017-05-12 16:08:11",NULL
334,1,7,"2017-04-21 20:00:00",-3500.00,CASH,"2017-05-12 16:08:11",NULL
335,1,29,"2017-04-22 09:00:00",-550000.00,CASH,"2017-05-12 16:08:11",NULL
336,1,6,"2017-04-22 13:02:00",-16900.00,CASH,"2017-05-12 16:08:11",NULL
337,1,7,"2017-04-22 13:22:00",-6500.00,CASH,"2017-05-12 16:08:11",NULL
338,1,7,"2017-04-22 14:53:00",-9800.00,CASH,"2017-05-12 16:08:11",NULL
339,1,10,"2017-04-22 15:53:00",-5900.00,CASH,"2017-05-12 16:08:11",NULL
340,1,10,"2017-04-22 18:20:00",-3800.00,CASH,"2017-05-12 16:08:11",NULL
